merchant_name,category,brand
ATM FEE CHARGE 07FEB,Other,ATM FEE CHARGE
NEFT CR-GYM APP SUBSCRIPTION-759116913,Subscriptions,GYM APP SUBSCRIPTION
BRUNCH CAFE,Food,BRUNCHCAFE
FABINDIA*660540722,Shopping,FABINDIA
NEFT CR-INDIAN OIL-306658203,Transport,INDIAN OIL
NEFT CR-LIFESTYLE-461081823,Shopping,LIFESTYLE
BIL/ATM WITHDRAWAL SBI/984042458,Cash,ATM WITHDRAWAL SBI
WESTSIDE RETAIL,Shopping,WESTSIDE
PATANJALI STORE,Health,PATANJALISTORE
BIL/INOX MOVIES/760408044,Entertainment,INOX MOVIES
BIL/MAX FASHION/727588309,Shopping,MAX FASHION
MEESHO 13MAR,Shopping,MEESHO
POS/SBI MUTUAL FUND/799801244,Investment,SBI MUTUAL FUND
BIL/TATA POWER/204496093,Utilities,TATA POWER
LANDLORD PAYMENT PURCHASE 549325412,Rent,LANDLORD PAYMENT
IMPS/579125557/PANTALOONS,Shopping,PANTALOONS
LIFESTYLE*245788098,Shopping,LIFESTYLE
CHEQUE BOUNCE CHARGE*645875443,Other,CHEQUE BOUNCE CHARGE
SPICEJET SI,Transport,SPICEJET
POS MICROSOFT 365 MUMBAI,Subscriptions,MICROSOFT 365
POS/BMTC/609424194,Transport,BMTC
UPI-TUITION FEES-284394146@oksbi,Education,TUITION FEES
indian oil payment,Transport,INDIAN OIL
CASH WITHDRAWAL AXIS BANK*307582943,Cash,CASH WITHDRAWAL AXIS BANK
BIL/LIC POLICY RENEWAL/799229551,Insurance,LIC POLICY RENEWAL
UPI/STAR HEALTH INSURANCE/806450849,Insurance,STAR HEALTH INSURANCE
NEFT CR-EATFIT-667243311,Food,EATFIT
BIL/MISCELLANEOUS CHARGE/788461671,Other,MISCELLANEOUS CHARGE
BIRYANI BLUES ONLINE PAYMENT,Food,BIRYANI BLUES
IMPS/922826944/JIO,Utilities,JIO
POS/PRACTO/182360064,Health,PRACTO
ICICI PRUDENTIAL LIFE PURCHASE 308394500,Insurance,ICICI PRUDENTIAL LIFE
NEFT CR-NEW INDIA ASSURANCE-165767893,Insurance,NEW INDIA ASSURANCE
BIL/DELHI METRO/501026552,Transport,DELHI METRO
UPI-AUDIBLE-490169075@okhdfcbank,Subscriptions,AUDIBLE
fiitjee payment,Education,FIITJEE
PLAYSTATION STORE*486900154,Entertainment,PLAYSTATION STORE
IMPS/991414827/MISCELLANEOUS CHARGE,Other,MISCELLANEOUS CHARGE
POS UPSTOX DELHI,Investment,UPSTOX
IMPS/743942625/SPOTIFY,Subscriptions,SPOTIFY
POS SNAPDEAL HYDERABAD,Shopping,SNAPDEAL
UPI/KUVERA INVESTMENT/908782525,Investment,KUVERA INVESTMENT
NEFT CR-MEESHO-406090918,Shopping,MEESHO
BIL/RTGS TRANSFER/312695284,Transfers,RTGS TRANSFER
UPI/RTGS TRANSFER/896599377,Transfers,RTGS TRANSFER
POS MAX BUPA HEALTH INSURANCE KOLKATA,Insurance,MAX BUPA HEALTH INSURANCE
PHARMEASY 13SEP,Health,PHARMEASY
INDANE GAS BOOKING*580148263,Utilities,INDANE GAS BOOKING
IMPS/877726463/INOX MOVIES,Entertainment,INOX MOVIES
ICE CREAM SHOP,Food,ICECREAMSHOP
UPI-INOX MOVIES-841810234@oksbi,Entertainment,INOX MOVIES
BIL/STAR HEALTH INSURANCE/402615057,Insurance,STAR HEALTH INSURANCE
IMPS/680303132/ATM WITHDRAWAL HDFC,Cash,ATM WITHDRAWAL HDFC
FITTERNITY*215921670,Health,FITTERNITY
Niit,Education,NIIT
NEFT DR-SPICEJET,Transport,SPICEJET
IMPS/296533829/FUND TRANSFER SELF ACCOUNT,Transfers,FUND TRANSFER SELF ACCOUNT
UPI/ATM WITHDRAWAL ICICI/254318493,Cash,ATM WITHDRAWAL ICICI
TEMPLE DONATION 21NOV,Other,TEMPLE DONATION
POS WATER BOARD BILL MUMBAI,Utilities,WATER BOARD BILL
IMPS/870253965/CONSULTANCY FEE RECEIVED,Income,CONSULTANCY FEE RECEIVED
BASKIN ROBBINS*715683222,Food,BASKIN ROBBINS
NEFT CR-NEFT TRANSFER-531879514,Transfers,NEFT TRANSFER
NEFT CR-REFUND CREDIT-259323633,Income,REFUND CREDIT
UPI/PARKING FEE/586563056,Transport,PARKING FEE
AUDIBLE 22MAR,Subscriptions,AUDIBLE
BIL/PLAYSTATION STORE/908439501,Entertainment,PLAYSTATION STORE
STAR HEALTH INSURANCE PURCHASE 751320617,Insurance,STAR HEALTH INSURANCE
BARBEQUE NATION 17OCT,Food,BARBEQUE NATION
AMAZON PRIME VIDEO 05MAY,Subscriptions,AMAZON PRIME VIDEO
MEMBERSHIP RENEWAL FEE,Subscriptions,MEMBERSHIPRENEWALFEE
NESTAWAY RENT SI,Rent,NESTAWAY RENT
UPI-RTGS TRANSFER-838800041@okicici,Transfers,RTGS TRANSFER
HP GAS BOOKING 19OCT,Utilities,HP GAS BOOKING
POS/ACT FIBERNET BROADBAND/368535479,Utilities,ACT FIBERNET BROADBAND
AUDIBLE*106090827,Subscriptions,AUDIBLE
ZOMATO HYPERPURE PURCHASE 675244407,Food,ZOMATO HYPERPURE
REFUND CREDIT ONLINE PAYMENT,Income,REFUND CREDIT
POS/AUDIBLE/326887199,Subscriptions,AUDIBLE
NEFT DR-TATA AIA LIFE,Insurance,TATA AIA LIFE
SURGICAL STORE,Health,SURGICALSTORE
UDEMY LEARNING PLAN,Education,UDEMY
UPI/RTGS TRANSFER/176721925,Transfers,RTGS TRANSFER
TRADING ACCOUNT FEE,Investment,TRADINGACCOUNTFEE
POS MAX BUPA HEALTH INSURANCE HYDERABAD,Insurance,MAX BUPA HEALTH INSURANCE
WIFI SUBSCRIPTION BILL,Utilities,WIFISUBSCRIPTIONBILL
FAMILY TRANSFER*374708456,Transfers,FAMILY TRANSFER
BIL/UPI TRANSFER TO FRIEND/673322422,Transfers,UPI TRANSFER TO FRIEND
POS MICROSOFT 365 DELHI,Subscriptions,MICROSOFT 365
UPI-COIN BY ZERODHA-188919422@axl,Investment,COIN BY ZERODHA
RENT SPLIT TRANSFER*807633214,Transfers,RENT SPLIT TRANSFER
CONCERT TICKET BOOKING*179883432,Entertainment,CONCERT TICKET BOOKING
POS AXIS MUTUAL FUND BANGALORE,Investment,AXIS MUTUAL FUND
UPI/CROMA/445973716,Shopping,CROMA
BMTC 19NOV,Transport,BMTC
NEFT DR-FORTIS HOSPITAL,Health,FORTIS HOSPITAL
POS/INTEREST CREDIT/122841695,Income,INTEREST CREDIT
IMPS/766675282/WATER BOARD BILL,Utilities,WATER BOARD BILL
BEHROUZ BIRYANI PURCHASE 447112584,Food,BEHROUZ BIRYANI
google one payment,Subscriptions,GOOGLE ONE
UBER*788232308,Transport,UBER
COMMISSION PAYMENT CREDIT,Income,COMMISSIONPAYMENTCREDIT
NEFT CR-NAMMA METRO-942527868,Transport,NAMMA METRO
EDUCATIONAL MATERIAL,Education,EDUCATIONALMATERIAL
UPI/INTEREST CREDIT/384557399,Income,INTEREST CREDIT
POS ACT FIBERNET BROADBAND MUMBAI,Utilities,ACT FIBERNET BROADBAND
BIL/AXIS MUTUAL FUND/102714084,Investment,AXIS MUTUAL FUND
POS ZOLO STAYS RENT MUMBAI,Rent,ZOLO STAYS RENT
UPI/PVR CINEMAS/514769417,Entertainment,PVR CINEMAS
PIZZA HUT RESTAURANT,Food,PIZZA HUT
IMPS/945480236/ZERODHA KITE,Investment,ZERODHA KITE
UBER TRIP FARE,Transport,UBER
STAND UP COMEDY SHOW,Entertainment,STANDUPCOMEDYSHOW
NEFT DR-CASHBACK CREDIT,Income,CASHBACK CREDIT
NEFT CR-DIVIDEND CREDIT-177823712,Income,DIVIDEND CREDIT
ACH DR-GYM MEMBERSHIP FEE,Health,GYM MEMBERSHIP FEE
IMPS/131915385/QUICK RIDE,Transport,QUICK RIDE
POS/INOX MOVIES/909785449,Entertainment,INOX MOVIES
UPI/LIFESTYLE/920600973,Shopping,LIFESTYLE
WATER BOARD BILL 03FEB,Utilities,WATER BOARD BILL
UPI/DR LAL PATHLABS/755431781,Health,DR LAL PATHLABS
ACH DR-SHOPPERS STOP,Shopping,SHOPPERS STOP
1MG 27MAR,Health,1MG
POS/RELIGARE HEALTH INSURANCE/794600096,Insurance,RELIGARE HEALTH INSURANCE
POS ATM WITHDRAWAL HDFC DELHI,Cash,ATM WITHDRAWAL HDFC
PRACTO*643104518,Health,PRACTO
BIL/COURSERA/621222806,Education,COURSERA
INDRAPRASTHA GAS BILL,Utilities,INDRAPRASTHAGASBILL
BHAVANI RESTAURANT,Food,BHAVANIRESTAURANT
UPI-HP GAS BOOKING-352992044@okhdfcbank,Utilities,HP GAS BOOKING
UPI-FABINDIA-303850254@oksbi,Shopping,FABINDIA
IMPS/385220694/EATFIT,Food,EATFIT
quick ride payment,Transport,QUICK RIDE
LIC POLICY RENEWAL PURCHASE 569605022,Insurance,LIC POLICY RENEWAL
UPI-BANK SERVICE CHARGE-751537654@paytm,Other,BANK SERVICE CHARGE
UPI/PHARMEASY/313197600,Health,PHARMEASY
NEFT CR-AJIO-640273782,Shopping,AJIO
NEFT DR-FLIPKART,Shopping,FLIPKART
NEFT CR-LIC JEEVAN ANAND-162505094,Insurance,LIC JEEVAN ANAND
BIL/MEDPLUS/276546278,Health,MEDPLUS
IMPS/676012047/IRCTC,Transport,IRCTC
ATM WITHDRAWAL SBI PURCHASE 673576866,Cash,ATM WITHDRAWAL SBI
NEFT CR-ZEPTO-911472797,Shopping,ZEPTO
POS BSNL KOLKATA,Utilities,BSNL
EVERNOTE PREMIUM,Subscriptions,EVERNOTEPREMIUM
WESTSIDE 25DEC,Shopping,WESTSIDE
POS RENT SPLIT TRANSFER KOLKATA,Transfers,RENT SPLIT TRANSFER
IMPS/640503265/NAMMA METRO,Transport,NAMMA METRO
IMPS/867574023/REIMBURSEMENT CREDIT,Income,REIMBURSEMENT CREDIT
IMPS/163522122/PRACTO,Health,PRACTO
BIL/RTGS TRANSFER/207653333,Transfers,RTGS TRANSFER
NEFT CR-LIC PREMIUM PAYMENT-768099110,Insurance,LIC PREMIUM PAYMENT
BIL/PHYSICS WALLAH/982559290,Education,PHYSICS WALLAH
HEALTHIFYME PURCHASE 420673181,Health,HEALTHIFYME
UPI-REIMBURSEMENT CREDIT-264272446@axl,Income,REIMBURSEMENT CREDIT
POS/INDIGO AIRLINES/593705781,Transport,INDIGO AIRLINES
IMPS/650453226/BYJUS,Education,BYJUS
ORIENTAL INSURANCE,Insurance,ORIENTALINSURANCE
UPI/AMAZON PRIME VIDEO/772739082,Subscriptions,AMAZON PRIME VIDEO
PUNJAB GRILL RESTAURANT,Food,PUNJABGRILLRESTAURANT
POS/UPI TRANSFER TO FRIEND/450108093,Transfers,UPI TRANSFER TO FRIEND
PHYSICS WALLAH PURCHASE 214199522,Education,PHYSICS WALLAH
W FOR WOMAN,Shopping,WFORWOMAN
NEFT CR-HDFC SECURITIES-521079032,Investment,HDFC SECURITIES
Nestaway Rent,Rent,NESTAWAY RENT
EXCITEL BROADBAND*259092607,Utilities,EXCITEL BROADBAND
POS/AMAZON PRIME VIDEO/910715800,Subscriptions,AMAZON PRIME VIDEO
IMPS/498786278/LIFESTYLE,Shopping,LIFESTYLE
UPSTOX SI,Investment,UPSTOX
PHARMEASY PURCHASE 146315523,Health,PHARMEASY
POS GOOGLE ONE PUNE,Subscriptions,GOOGLE ONE
POS/FUND TRANSFER SELF ACCOUNT/990714291,Transfers,FUND TRANSFER SELF ACCOUNT
IMPS/675944565/SUBWAY,Food,SUBWAY
NEFT CR-INDANE GAS BOOKING-538932325,Utilities,INDANE GAS BOOKING
BIL/ICLOUD STORAGE/163690958,Subscriptions,ICLOUD STORAGE
UPI/NYKAA/912906014,Shopping,NYKAA
ACH DR-PIZZA HUT,Food,PIZZA HUT
STAMP DUTY PAYMENT,Other,STAMPDUTYPAYMENT
NEFT CR-CASH WITHDRAWAL KOTAK-817012115,Cash,CASH WITHDRAWAL KOTAK
UPI-CASH WITHDRAWAL KOTAK-527806405@okhdfcbank,Cash,CASH WITHDRAWAL KOTAK
POS JIOFIBER PUNE,Utilities,JIOFIBER
UPI-PLAYSTATION STORE-614814659@ybl,Entertainment,PLAYSTATION STORE
UPSTOX PURCHASE 420979374,Investment,UPSTOX
NEFT DR-CDM CASH DEPOSIT,Cash,CDM CASH DEPOSIT
NEFT CR-TATA POWER-876018644,Utilities,TATA POWER
IMPS/787809411/FAMILY TRANSFER,Transfers,FAMILY TRANSFER
NEW INDIA ASSURANCE*143999572,Insurance,NEW INDIA ASSURANCE
BIL/DOMINOS PIZZA/641440255,Food,DOMINOS PIZZA
BIL/AUDIBLE/847769975,Subscriptions,AUDIBLE
NEFT CR-UPI TRANSFER TO FRIEND-273615782,Transfers,UPI TRANSFER TO FRIEND
MYNTRA PURCHASE 934052476,Shopping,MYNTRA
CASH WITHDRAWAL AXIS BANK PURCHASE 454918890,Cash,CASH WITHDRAWAL AXIS BANK
FUND TRANSFER SELF ACCOUNT PURCHASE 933332667,Transfers,FUND TRANSFER SELF ACCOUNT
POS/DIVIDEND CREDIT/974624309,Income,DIVIDEND CREDIT
SUBWAY ONLINE PAYMENT,Food,SUBWAY
UPI/BARBEQUE NATION/185068029,Food,BARBEQUE NATION
BIL/FRESHMENU/440012324,Food,FRESHMENU
NEFT CR-GOOGLE ONE-998564400,Subscriptions,GOOGLE ONE
POS/FUND TRANSFER SELF ACCOUNT/318746632,Transfers,FUND TRANSFER SELF ACCOUNT
ANNUAL MAINTENANCE CHARGE PURCHASE 386851441,Other,ANNUAL MAINTENANCE CHARGE
PG RENT PAYMENT*187041582,Rent,PG RENT PAYMENT
UPI/MEDPLUS/713332228,Health,MEDPLUS
IMPS/721706639/NEW INDIA ASSURANCE,Insurance,NEW INDIA ASSURANCE
RENT SPLIT TRANSFER SI,Transfers,RENT SPLIT TRANSFER
BIL/NGO DONATION/509200218,Other,NGO DONATION
NEFT CR-BYJUS-549844358,Education,BYJUS
FUND TRANSFER SELF ACCOUNT 09DEC,Transfers,FUND TRANSFER SELF ACCOUNT
WHITE LABEL ATM CASH,Cash,WHITELABELATMCASH
NETFLIX PURCHASE 905215527,Subscriptions,NETFLIX
POS/IMPS TRANSFER/923981508,Transfers,IMPS TRANSFER
POS BONUS CREDIT MUMBAI,Income,BONUS CREDIT
RENT SPLIT TRANSFER*721250746,Transfers,RENT SPLIT TRANSFER
BIL/HALDIRAMS/585322421,Food,HALDIRAMS
BIL/MICROSOFT 365/145205850,Subscriptions,MICROSOFT 365
NEFT CR-QUICK RIDE-678370314,Transport,QUICK RIDE
POS STEAM GAMES PURCHASE PUNE,Entertainment,STEAM GAMES PURCHASE
UPI/IRCTC/847359140,Transport,IRCTC
LANDLORD PAYMENT ONLINE PAYMENT,Rent,LANDLORD PAYMENT
POS/REFUND CREDIT/558022242,Income,REFUND CREDIT
IMPS/844549246/NEW INDIA ASSURANCE,Insurance,NEW INDIA ASSURANCE
NEFT CR-ZOLO STAYS RENT-837501242,Rent,ZOLO STAYS RENT
IMPS/115810687/MYNTRA,Shopping,MYNTRA
POS/DIVIDEND CREDIT/973631388,Income,DIVIDEND CREDIT
UPI/TUITION FEES/970228567,Education,TUITION FEES
EXAMINATION FEE,Education,EXAMINATIONFEE
NEFT CR-GAMING ZONE-458697233,Entertainment,GAMING ZONE
UPI-YOUTUBE PREMIUM-257572094@okicici,Subscriptions,YOUTUBE PREMIUM
IMPS/706773699/UDEMY,Education,UDEMY
ACT FIBERNET BROADBAND*663683515,Utilities,ACT FIBERNET BROADBAND
ACH DR-STEAM GAMES PURCHASE,Entertainment,STEAM GAMES PURCHASE
GST CHARGE*900546456,Other,GST CHARGE
bank service charge payment,Other,BANK SERVICE CHARGE
NEFT CR-ICLOUD STORAGE-447716573,Subscriptions,ICLOUD STORAGE
DECATHLON*533140455,Shopping,DECATHLON
UPI/MUTUAL FUND SIP/305045498,Investment,MUTUAL FUND SIP
POS/SWIGGY/320959407,Food,SWIGGY
UPI/GYM MEMBERSHIP FEE/463430765,Health,GYM MEMBERSHIP FEE
UPI/NEFT TRANSFER/512242536,Transfers,NEFT TRANSFER
HDFC LIFE INSURANCE*520517057,Insurance,HDFC LIFE INSURANCE
INDIGO AIRLINES,Transport,INDIGO AIRLINES
BIL/UPI TRANSFER TO FRIEND/306787283,Transfers,UPI TRANSFER TO FRIEND
DECATHLON SI,Shopping,DECATHLON
PAYROLL CREDIT 18MAR,Income,PAYROLL CREDIT
IMPS/580933864/YOUTUBE PREMIUM,Subscriptions,YOUTUBE PREMIUM
REIMBURSEMENT CREDIT PURCHASE 404280775,Income,REIMBURSEMENT CREDIT
NEFT CR-CONSULTANCY FEE RECEIVED-293143303,Income,CONSULTANCY FEE RECEIVED
NEFT CR-TATA POWER-725033655,Utilities,TATA POWER
AIR INDIA 01MAY,Transport,AIR INDIA
NEFT DR-PG RENT PAYMENT,Rent,PG RENT PAYMENT
NEFT CR-WHITEHAT JR-506321822,Education,WHITEHAT JR
ELSS INVESTMENT SCHEME,Investment,ELSSINVESTMENTSCHEME
NEFT CR-AMUSEMENT PARK TICKET-941385000,Entertainment,AMUSEMENT PARK TICKET
UPI/STEAM GAMES PURCHASE/775265863,Entertainment,STEAM GAMES PURCHASE
UPI-FRESHMENU-362781292@apl,Food,FRESHMENU
FITTERNITY PURCHASE 657727794,Health,FITTERNITY
ANNAPURNA MESS FOOD,Food,ANNAPURNAMESSFOOD
NEFT DR-PHARMEASY,Health,PHARMEASY
NEFT CR-SBI MUTUAL FUND-329384746,Investment,SBI MUTUAL FUND
IMPS/420122455/APOLLO HOSPITAL,Health,APOLLO HOSPITAL
UPI/PLAYSTATION STORE/223062323,Entertainment,PLAYSTATION STORE
BIL/MAX BUPA HEALTH INSURANCE/414431459,Insurance,MAX BUPA HEALTH INSURANCE
POS COIN BY ZERODHA MUMBAI,Investment,COIN BY ZERODHA
IMPS/885716415/PHARMEASY,Health,PHARMEASY
POS/TATA AIA LIFE/845775496,Insurance,TATA AIA LIFE
BIL/UPI TRANSFER TO FRIEND/964908666,Transfers,UPI TRANSFER TO FRIEND
NEFT CR-MUTUAL FUND SIP-621765989,Investment,MUTUAL FUND SIP
NEFT CR-SMS CHARGE-608577127,Other,SMS CHARGE
BIL/FUND TRANSFER SELF ACCOUNT/234327630,Transfers,FUND TRANSFER SELF ACCOUNT
ROOM RENT TRANSFER,Rent,ROOMRENTTRANSFER
HEALTH SUPPLEMENT,Health,HEALTHSUPPLEMENT
INDANE GAS BOOKING SI,Utilities,INDANE GAS BOOKING
UPI/AJIO/359779054,Shopping,AJIO
UPI/YOUTUBE PREMIUM/707431423,Subscriptions,YOUTUBE PREMIUM
BIL/DONATION PAYMENT/223460432,Other,DONATION PAYMENT
PARKING FEE CHARGE,Transport,PARKING FEE
UPI/FLAT RENT TRANSFER/315889329,Rent,FLAT RENT TRANSFER
BIL/ATM WITHDRAWAL ICICI/605670877,Cash,ATM WITHDRAWAL ICICI
BIL/HALDIRAMS/926561919,Food,HALDIRAMS
NETFLIX 08FEB,Subscriptions,NETFLIX
MONGINIS CAKE SHOP,Food,MONGINISCAKESHOP
IMPS/314801657/UPI TRANSFER TO FRIEND,Transfers,UPI TRANSFER TO FRIEND
MCDONALDS PURCHASE 249926919,Food,MCDONALDS
PAYTM MONEY*676646026,Investment,PAYTM MONEY
COIN BY ZERODHA*648812777,Investment,COIN BY ZERODHA
POS PAYTM MONEY HYDERABAD,Investment,PAYTM MONEY
POS/HOUSE RENT PAYMENT/983189473,Rent,HOUSE RENT PAYMENT
IMPS/658850084/AIR INDIA,Transport,AIR INDIA
NEFT CR-PARKING FEE-978106253,Transport,PARKING FEE
IMPS/620511813/BHARAT PETROLEUM,Transport,BHARAT PETROLEUM
PAYROLL CREDIT EMPLOYER,Income,PAYROLL CREDIT
NEFT TRANSFER 17JAN,Transfers,NEFT TRANSFER
IMPS/310328639/MANIPAL HOSPITAL,Health,MANIPAL HOSPITAL
CASH WITHDRAWAL AXIS BANK PURCHASE 837376984,Cash,CASH WITHDRAWAL AXIS BANK
UPI-PG RENT PAYMENT-488369633@apl,Rent,PG RENT PAYMENT
NEFT DR-HEALTHIFYME,Health,HEALTHIFYME
BIL/ATM WITHDRAWAL HDFC/890690604,Cash,ATM WITHDRAWAL HDFC
CDSL DEPOSITORY PURCHASE 199713203,Investment,CDSL DEPOSITORY
POS PVR CINEMAS PUNE,Entertainment,PVR CINEMAS
NESTAWAY RENT*226470090,Rent,NESTAWAY RENT
UPI/RAPIDO/827334609,Transport,RAPIDO
ACH DR-BSNL,Utilities,BSNL
POS/MEESHO/766323040,Shopping,MEESHO
LIFE INSURANCE CORP,Insurance,LIFEINSURANCECORP
POS NEFT TRANSFER HYDERABAD,Transfers,NEFT TRANSFER
POS/SMS CHARGE/773865523,Other,SMS CHARGE
BIL/ADANI ELECTRICITY/553723877,Utilities,ADANI ELECTRICITY
POS/NAMMA METRO/402641424,Transport,NAMMA METRO
POS/FITTERNITY/575558434,Health,FITTERNITY
NEFT CR-GYM APP SUBSCRIPTION-943854460,Subscriptions,GYM APP SUBSCRIPTION
NEFT DR-PAYTM MONEY,Investment,PAYTM MONEY
tata cliq payment,Shopping,TATA CLIQ
AMAZON SI,Shopping,AMAZON
UPI-DONATION PAYMENT-140974330@oksbi,Other,DONATION PAYMENT
ATM WITHDRAWAL SBI 26FEB,Cash,ATM WITHDRAWAL SBI
UNACADEMY 23JUL,Education,UNACADEMY
SPECTRANET FIBER,Utilities,SPECTRANETFIBER
NEFT DR-FASTAG RECHARGE,Transport,FASTAG RECHARGE
IMPS/241936908/RELIANCE DIGITAL,Shopping,RELIANCE DIGITAL
UPI/CASH WITHDRAWAL AXIS BANK/696927376,Cash,CASH WITHDRAWAL AXIS BANK
STARBUCKS ONLINE PAYMENT,Food,STARBUCKS
SWIGGY GENIE PICKUP,Food,SWIGGY
PVR INOX MOVIE,Entertainment,PVRINOXMOVIE
IMPS/144878805/MUTUAL FUND SIP,Investment,MUTUAL FUND SIP
UPI/FREELANCE PAYMENT RECEIVED/303058079,Income,FREELANCE PAYMENT RECEIVED
FABINDIA*987077148,Shopping,FABINDIA
IMPS/576171971/BANK SERVICE CHARGE,Other,BANK SERVICE CHARGE
MAHANAGAR GAS BILL,Utilities,MAHANAGAR GAS
POS MANIPAL HOSPITAL BANGALORE,Health,MANIPAL HOSPITAL
cdm cash deposit payment,Cash,CDM CASH DEPOSIT
POS IKEA DELHI,Shopping,IKEA
NGO DONATION ONLINE PAYMENT,Other,NGO DONATION
NEFT CR-CULT FIT-522363610,Health,CULT FIT
zerodha kite payment,Investment,ZERODHA KITE
POS/PG RENT PAYMENT/575132962,Rent,PG RENT PAYMENT
POS/BANK SERVICE CHARGE/667164753,Other,BANK SERVICE CHARGE
UPI/AUDIBLE/818059278,Subscriptions,AUDIBLE
RAPIDO PURCHASE 823067158,Transport,RAPIDO
UPI-ATM WITHDRAWAL HDFC-189123910@oksbi,Cash,ATM WITHDRAWAL HDFC
TATA CLIQ,Shopping,TATA CLIQ
IMPS/309517616/WOW MOMO,Food,WOW MOMO
jiofiber payment,Utilities,JIOFIBER
POS CDM CASH DEPOSIT PUNE,Cash,CDM CASH DEPOSIT
POS ATM WITHDRAWAL HDFC CHENNAI,Cash,ATM WITHDRAWAL HDFC
POS/TATA POWER/785464921,Utilities,TATA POWER
POS MUMBAI METRO MUMBAI,Transport,MUMBAI METRO
ATM WITHDRAWAL HDFC PURCHASE 511008592,Cash,ATM WITHDRAWAL HDFC
SQUARESPACE PLAN,Subscriptions,SQUARESPACEPLAN
MEDPLUS PURCHASE 488725866,Health,MEDPLUS
POS TEMPLE DONATION CHENNAI,Other,TEMPLE DONATION
FIXED DEPOSIT MATURITY,Income,FIXEDDEPOSITMATURITY
NEFT CR-ADANI ELECTRICITY-390044760,Utilities,ADANI ELECTRICITY
IMPS/445916685/CDM CASH DEPOSIT,Cash,CDM CASH DEPOSIT
POS VEDANTU PUNE,Education,VEDANTU
NEFT CR-NATURALS ICE CREAM-588999385,Food,NATURALS ICE CREAM
YULU BIKE 26AUG,Transport,YULU BIKE
UPI-SCHOOL FEES PAYMENT-448103516@ybl,Education,SCHOOL FEES PAYMENT
BIL/BYJUS/586657745,Education,BYJUS
AAKASH INSTITUTE PURCHASE 918289697,Education,AAKASH INSTITUTE
MUGHLAI DARBAR FOOD,Food,MUGHLAIDARBARFOOD
BHARAT PETROLEUM PURCHASE 258241728,Transport,BHARAT PETROLEUM
POS 1MG HYDERABAD,Health,1MG
PG RENT PAYMENT*151610783,Rent,PG RENT PAYMENT
THEOBROMA 21DEC,Food,THEOBROMA
UPI/HP GAS BOOKING/340540953,Utilities,HP GAS BOOKING
CASH WITHDRAWAL KOTAK PURCHASE 219434017,Cash,CASH WITHDRAWAL KOTAK
DR LAL PATHLABS*147267393,Health,DR LAL PATHLABS
UPI-THYROCARE-595214319@okicici,Health,THYROCARE
POS/BASKIN ROBBINS/599326438,Food,BASKIN ROBBINS
STAR HEALTH INSURANCE PURCHASE 169223021,Insurance,STAR HEALTH INSURANCE
ACH DR-VI VODAFONE IDEA,Utilities,VI VODAFONE IDEA
UPI-CULT FIT-313833343@okicici,Health,CULT FIT
UPI-CASHBACK CREDIT-488192167@oksbi,Income,CASHBACK CREDIT
UNACADEMY SI,Education,UNACADEMY
BIL/DIVIDEND CREDIT/473188349,Income,DIVIDEND CREDIT
POS/ZERODHA KITE/515850822,Investment,ZERODHA KITE
UPI/BESCOM ELECTRICITY/401399464,Utilities,BESCOM ELECTRICITY
UPI/VISTARA/225046707,Transport,VISTARA
AUDIBLE PURCHASE 618992599,Subscriptions,AUDIBLE
POS LANDLORD PAYMENT KOLKATA,Rent,LANDLORD PAYMENT
BIL/YULU BIKE/386083995,Transport,YULU BIKE
ATM FEE CHARGE*134042260,Other,ATM FEE CHARGE
max bupa health insurance payment,Insurance,MAX BUPA HEALTH INSURANCE
STARBUCKS COFFEE SHOP,Food,STARBUCKS
NEFT DR-REIMBURSEMENT CREDIT,Income,REIMBURSEMENT CREDIT
POS LIFESTYLE MUMBAI,Shopping,LIFESTYLE
AIRPORT SHUTTLE,Transport,AIRPORTSHUTTLE
ZERODHA BROKING TRADE,Investment,ZERODHABROKINGTRADE
MAX FASHION PURCHASE 443328397,Shopping,MAX FASHION
MEDPLUS PURCHASE 681269558,Health,MEDPLUS
MCDONALDS PURCHASE 770355806,Food,MCDONALDS
ANNUAL MAINTENANCE CHARGE 21OCT,Other,ANNUAL MAINTENANCE CHARGE
UPI/UPI TRANSFER TO FRIEND/472928462,Transfers,UPI TRANSFER TO FRIEND
torrent power payment,Utilities,TORRENT POWER
ZERODHA KITE PURCHASE 448112611,Investment,ZERODHA KITE
BIL/RENT SPLIT TRANSFER/776687201,Transfers,RENT SPLIT TRANSFER
IMPS/125504528/MYNTRA,Shopping,MYNTRA
IMPS/797652827/INDIAN OIL,Transport,INDIAN OIL
IMPS/320148797/ATM WITHDRAWAL SBI,Cash,ATM WITHDRAWAL SBI
UPI-JIO-241926172@paytm,Utilities,JIO
IMPS/673961503/BSNL,Utilities,BSNL
AUDIBLE ONLINE PAYMENT,Subscriptions,AUDIBLE
POS PLAYSTATION STORE CHENNAI,Entertainment,PLAYSTATION STORE
UPI/VISTARA/115633640,Transport,VISTARA
NESTAWAY RENT PURCHASE 189341589,Rent,NESTAWAY RENT
BIL/INDIAN OIL/762433935,Transport,INDIAN OIL
BIL/SPOTIFY/722939720,Subscriptions,SPOTIFY
BIL/ATM WITHDRAWAL ICICI/868307464,Cash,ATM WITHDRAWAL ICICI
